6	1
12	2
20	3
36	4
64	5
84	6
97	7
117	8
135	9
162	10
168	11
174	12
180	13
184	14
186	15
198	16
257	17
259	18
273	19
318	20
321	21
323	22
347	23
355	24
368	25
372	26
375	27
380	28
386	29
386	30
409	31
410	32
411	33
414	34
428	35
447	36
460	37
461	38
489	39
506	40
506	41
546	42
552	43
557	44
585	45
594	46
597	47
609	48
614	49
622	43
623	50
628	51
642	52
652	53
662	54
664	55
669	56
680	57
703	58
716	59
717	60
721	61
741	62
754	63
761	64
764	65
770	66
774	67
776	68
781	69
783	70
784	71
785	72
789	73
791	74
798	75
801	76
807	77
808	78
813	79
817	80
850	81
857	82
872	83
886	84
890	85
898	86
902	87
916	88
918	89
920	90
943	91
964	92
970	93
976	94
977	95
983	96
993	97
997	98
1003	99
1018	100
1023	101
1032	102
1033	103
1041	104
1041	105
1061	106
1068	107
1070	108
1073	109
1073	110
1099	111
1108	112
1110	113
1112	114
1118	115
1128	116
1137	108
1146	117
1150	118
1158	119
1160	120
1173	121
1174	122
1176	123
1178	124
1191	125
1200	15
1209	126
1211	127
1214	128
1214	129
1222	130
1247	131
1264	132
1264	133
1268	134
1274	135
1283	136
1295	137
1309	138
1311	139
1313	140
1316	141
1318	142
1320	143
1325	144
1331	145
1335	146
1336	147
1337	148
1340	149
1368	150
1375	151
1375	152
1387	153
1389	154
1392	155
1393	156
1396	157
1400	158
1405	159
1433	160
1435	161
1441	162
1446	163
1449	164
1459	165
1476	166
1477	117
1486	167
1489	168
1499	169
1521	170
1529	171
1548	172
1584	173
1585	159
1586	174
1593	175
1596	33
1606	176
1614	177
1617	178
1625	179
1628	180
1630	181
1630	182
1633	183
1634	184
1641	185
1641	186
1662	187
1666	188
1674	189
1687	190
1687	191
1692	192
1697	193
1700	194
1701	195
1704	196
1710	197
1718	198
1730	199
1733	200
1734	201
1736	202
1751	203
1752	204
1765	205
1779	206
1779	207
1781	208
1784	209
1786	210
1795	211
1807	212
1812	213
1819	214
1827	215
1834	216
1844	217
1849	218
1851	219
1861	220
1862	221
1865	222
1879	223
1886	224
1891	225
1897	21
1900	226
1918	227
1921	228
1923	229
1927	230
1927	231
1931	232
1939	233
1942	234
1950	235
1958	236
1972	237
1983	238
1987	239
1991	240
1998	241
1999	242
2006	243
2007	244
2009	245
2010	246
2014	247
2030	248
2037	249
2037	250
2041	251
2046	252
2050	237
2050	253
2058	254
2060	255
2070	256
2073	257
2078	258
2081	259
2082	260
2084	261
2085	262
2086	263
2087	264
2091	265
2099	266
2104	267
2106	268
2109	269
2115	270
2116	271
2119	272
2120	273
2127	274
2137	24
2150	251
2154	63
2157	275
2162	276
2172	277
2174	278
2175	279
2182	280
2185	281
2195	282
2196	283
2197	284
2201	285
